Fp1[1],Fp2[2],F3[3],F4[4],C3[5],C4[6],P3[7],P4[8],O1[9],O2[10],F7[11],F8[12],T3[13],T4[14],T5[15],T6[16],Fz[17],Pz[18],Cz[19],Pg1[20],Pg2[21],EOGR[22],EOOGL[23],EMG[24]
-241.19047619047618,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,-197.69841269841268,-196.42857142857142,-0.873015873015873,-0.3968253968253968,-166.26984126984127
-241.19047619047618,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,-197.69841269841268,-196.42857142857142,-0.873015873015873,-0.3968253968253968,-166.26984126984127
-220.7142857142857,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,-180.87301587301587,-179.12698412698413,-0.873015873015873,0.23809523809523808,-166.26984126984127
-220.7142857142857,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,-180.87301587301587,-179.12698412698413,-0.873015873015873,0.23809523809523808,-166.26984126984127
-173.57142857142856,325.0,325.0,325.0,-325.0,325.0,279.2857142857143,325.0,298.015873015873,325.0,-325.0,325.0,279.1269841269841,325.0,325.0,-325.0,288.015873015873,325.0,222.46031746031744,-141.984126984127,-139.44444444444443,0.07936507936507936,-0.3968253968253968,-166.26984126984127
-173.57142857142856,325.0,325.0,325.0,-325.0,325.0,279.2857142857143,325.0,298.015873015873,325.0,-325.0,325.0,279.1269841269841,325.0,325.0,-325.0,288.015873015873,325.0,222.46031746031744,-141.984126984127,-139.44444444444443,0.07936507936507936,-0.3968253968253968,-166.26984126984127
-168.8095238095238,325.0,325.0,325.0,-322.1428571428571,325.0,271.984126984127,325.0,290.23809523809524,325.0,-325.0,325.0,271.5079365079365,325.0,325.0,-325.0,280.39682539682536,325.0,-24.84126984126984,-138.17460317460316,-135.63492063492063,-0.07936507936507936,-0.07936507936507936,-166.26984126984127
-168.8095238095238,325.0,325.0,325.0,-322.1428571428571,325.0,271.984126984127,325.0,290.23809523809524,325.0,-325.0,325.0,271.5079365079365,325.0,325.0,-325.0,280.39682539682536,325.0,-24.84126984126984,-138.17460317460316,-135.63492063492063,-0.07936507936507936,-0.07936507936507936,-166.26984126984127
-161.5079365079365,176.9047619047619,322.1428571428571,325.0,-313.73015873015873,180.55555555555554,261.031746031746,325.0,278.8095238095238,325.0,-324.5238095238095,325.0,260.87301587301585,254.36507936507934,325.0,-325.0,269.1269841269841,325.0,-325.0,-132.14285714285714,-129.44444444444443,-0.3968253968253968,-0.07936507936507936,-166.26984126984127
-161.5079365079365,176.9047619047619,322.1428571428571,325.0,-313.73015873015873,180.55555555555554,261.031746031746,325.0,278.8095238095238,325.0,-324.5238095238095,325.0,260.87301587301585,254.36507936507934,325.0,-325.0,269.1269841269841,325.0,-325.0,-132.14285714285714,-129.44444444444443,-0.3968253968253968,-0.07936507936507936,-166.26984126984127
-158.33333333333331,-23.88888888888889,316.58730158730157,323.25396825396825,-308.3333333333333,-48.96825396825397,256.4285714285714,325.0,273.88888888888886,325.0,-318.968253968254,325.0,256.26984126984127,76.1111111111111,325.0,-325.0,264.2063492063492,325.0,-325.0,-129.6031746031746,-126.74603174603173,-0.07936507936507936,0.07936507936507936,-321.8253968253968
-158.33333333333331,-23.88888888888889,316.58730158730157,323.25396825396825,-308.3333333333333,-48.96825396825397,256.4285714285714,325.0,273.88888888888886,325.0,-318.968253968254,325.0,256.26984126984127,76.1111111111111,325.0,-325.0,264.2063492063492,325.0,-325.0,-129.6031746031746,-126.74603174603173,-0.07936507936507936,0.07936507936507936,-321.8253968253968
-154.52380952380952,-291.5079365079365,309.4444444444444,316.1111111111111,-301.8253968253968,-322.9365079365079,250.3968253968254,325.0,267.85714285714283,325.0,-312.3015873015873,325.0,250.2380952380952,-157.53968253968253,258.3333333333333,-325.0,258.015873015873,325.0,-325.0,-126.42857142857142,-123.4126984126984,0.3968253968253968,-0.23809523809523808,-321.8253968253968
-154.52380952380952,-291.5079365079365,309.4444444444444,316.1111111111111,-301.8253968253968,-322.9365079365079,250.3968253968254,325.0,267.85714285714283,325.0,-312.3015873015873,325.0,250.2380952380952,-157.53968253968253,258.3333333333333,-325.0,258.015873015873,325.0,-325.0,-126.42857142857142,-123.4126984126984,0.3968253968253968,-0.23809523809523808,-321.8253968253968
-152.3015873015873,-325.0,305.3174603174603,311.8253968253968,-297.85714285714283,-325.0,247.06349206349205,325.0,264.5238095238095,325.0,-308.17460317460313,325.0,246.74603174603172,-202.3015873015873,175.0,-325.0,254.68253968253967,325.0,-325.0,-124.52380952380952,-121.66666666666666,0.07936507936507936,-0.23809523809523808,-321.8253968253968
-152.3015873015873,-325.0,305.3174603174603,311.8253968253968,-297.85714285714283,-325.0,247.06349206349205,325.0,264.5238095238095,325.0,-308.17460317460313,325.0,246.74603174603172,-202.3015873015873,175.0,-325.0,254.68253968253967,325.0,-325.0,-124.52380952380952,-121.66666666666666,0.07936507936507936,-0.23809523809523808,-321.8253968253968
-148.65079365079364,-325.0,298.8095238095238,305.0,-291.66666666666663,-325.0,241.34920634920633,320.55555555555554,258.6507936507936,325.0,-301.5079365079365,325.0,241.03174603174602,-264.68253968253964,54.841269841269835,-325.0,248.8095238095238,261.5079365079365,-325.0,-121.66666666666666,-118.65079365079364,0.5555555555555556,-0.23809523809523808,-321.8253968253968
-148.65079365079364,-325.0,298.8095238095238,305.0,-291.66666666666663,-325.0,241.34920634920633,320.55555555555554,258.6507936507936,325.0,-301.5079365079365,325.0,241.03174603174602,-264.68253968253964,54.841269841269835,-325.0,248.8095238095238,261.5079365079365,-325.0,-121.66666666666666,-118.65079365079364,0.5555555555555556,-0.23809523809523808,-321.8253968253968
-144.36507936507937,-325.0,290.7142857142857,296.90476190476187,-284.04761904761904,-325.0,234.84126984126982,312.46031746031747,251.8253968253968,317.85714285714283,-293.73015873015873,300.07936507936506,234.68253968253967,-325.0,-87.22222222222221,-325.0,241.98412698412696,-223.7301587301587,-325.0,-118.17460317460316,-115.0,-0.07936507936507936,-0.873015873015873,-321.8253968253968
-144.36507936507937,-325.0,290.7142857142857,296.90476190476187,-284.04761904761904,-325.0,234.84126984126982,312.46031746031747,251.8253968253968,317.85714285714283,-293.73015873015873,300.07936507936506,234.68253968253967,-325.0,-87.22222222222221,-325.0,241.98412698412696,-223.7301587301587,-325.0,-118.17460317460316,-115.0,-0.07936507936507936,-0.873015873015873,-321.8253968253968
-141.5079365079365,-325.0,285.6349206349206,291.66666666666663,-279.2857142857143,-325.0,230.7142857142857,307.53968253968253,247.2222222222222,227.53968253968253,-288.8095238095238,192.14285714285714,230.55555555555554,-325.0,-150.7142857142857,-325.0,237.53968253968253,-325.0,-325.0,-115.95238095238095,-112.77777777777777,0.23809523809523808,-0.7142857142857142,-166.26984126984127
-141.5079365079365,-325.0,285.6349206349206,291.66666666666663,-279.2857142857143,-325.0,230.7142857142857,307.53968253968253,247.2222222222222,227.53968253968253,-288.8095238095238,192.14285714285714,230.55555555555554,-325.0,-150.7142857142857,-325.0,237.53968253968253,-325.0,-325.0,-115.95238095238095,-112.77777777777777,0.23809523809523808,-0.7142857142857142,-166.26984126984127
-138.96825396825395,-325.0,280.39682539682536,286.74603174603175,-274.5238095238095,-325.0,226.58730158730157,302.1428571428571,242.93650793650792,133.0952380952381,-283.88888888888886,118.96825396825396,226.42857142857142,-325.0,-214.84126984126982,-325.0,233.4126984126984,-325.0,-325.0,-113.57142857142857,-110.39682539682539,0.07936507936507936,-0.23809523809523808,-166.26984126984127
-138.96825396825395,-325.0,280.39682539682536,286.74603174603175,-274.5238095238095,-325.0,226.58730158730157,302.1428571428571,242.93650793650792,133.0952380952381,-283.88888888888886,118.96825396825396,226.42857142857142,-325.0,-214.84126984126982,-325.0,233.4126984126984,-325.0,-325.0,-113.57142857142857,-110.39682539682539,0.07936507936507936,-0.23809523809523808,-166.26984126984127
-136.26984126984127,-325.0,275.4761904761905,281.5079365079365,-269.9206349206349,-325.0,222.3015873015873,297.06349206349205,238.65079365079364,8.174603174603174,-279.1269841269841,-6.904761904761904,222.3015873015873,-325.0,-275.1587301587301,-325.0,229.28571428571428,-325.0,-325.0,-111.34920634920634,-108.33333333333333,0.07936507936507936,-0.07936507936507936,-166.26984126984127
-136.26984126984127,-325.0,275.4761904761905,281.5079365079365,-269.9206349206349,-325.0,222.3015873015873,297.06349206349205,238.65079365079364,8.174603174603174,-279.1269841269841,-6.904761904761904,222.3015873015873,-325.0,-275.1587301587301,-325.0,229.28571428571428,-325.0,-325.0,-111.34920634920634,-108.33333333333333,0.07936507936507936,-0.07936507936507936,-166.26984126984127
-131.19047619047618,-325.0,265.7936507936508,271.8253968253968,-260.87301587301585,-325.0,214.52380952380952,287.06349206349205,230.2380952380952,-188.4920634920635,-269.6031746031746,-212.3015873015873,214.36507936507937,-325.0,-325.0,-325.0,220.87301587301587,-325.0,-325.0,-107.22222222222221,-104.04761904761904,-0.07936507936507936,-0.3968253968253968,-166.26984126984127
-131.19047619047618,-325.0,265.7936507936508,271.8253968253968,-260.87301587301585,-325.0,214.52380952380952,287.06349206349205,230.2380952380952,-188.4920634920635,-269.6031746031746,-212.3015873015873,214.36507936507937,-325.0,-325.0,-325.0,220.87301587301587,-325.0,-325.0,-107.22222222222221,-104.04761904761904,-0.07936507936507936,-0.3968253968253968,-166.26984126984127
-126.58730158730158,-325.0,257.53968253968253,263.25396825396825,-253.4126984126984,-325.0,207.53968253968253,278.8095238095238,223.09523809523807,-325.0,-261.8253968253968,-325.0,207.69841269841268,-325.0,-325.0,-322.9365079365079,214.04761904761904,-325.0,-325.0,-103.88888888888889,-100.55555555555554,-0.07936507936507936,-0.3968253968253968,-166.26984126984127
-126.58730158730158,-325.0,257.53968253968253,263.25396825396825,-253.4126984126984,-325.0,207.53968253968253,278.8095238095238,223.09523809523807,-325.0,-261.8253968253968,-325.0,207.69841269841268,-325.0,-325.0,-322.9365079365079,214.04761904761904,-325.0,-325.0,-103.88888888888889,-100.55555555555554,-0.07936507936507936,-0.3968253968253968,-166.26984126984127
-102.77777777777777,-325.0,-32.14285714285714,216.26984126984127,-209.9206349206349,-325.0,169.76190476190476,231.19047619047618,183.57142857142856,-325.0,113.4126984126984,-325.0,169.76190476190476,-325.0,-325.0,-268.968253968254,175.0,-325.0,-325.0,-84.36507936507937,-80.87301587301587,-0.23809523809523808,-0.23809523809523808,-321.8253968253968
-102.77777777777777,-325.0,-32.14285714285714,216.26984126984127,-209.9206349206349,-325.0,169.76190476190476,231.19047619047618,183.57142857142856,-325.0,113.4126984126984,-325.0,169.76190476190476,-325.0,-325.0,-268.968253968254,175.0,-325.0,-325.0,-84.36507936507937,-80.87301587301587,-0.23809523809523808,-0.23809523809523808,-321.8253968253968
-81.5079365079365,-325.0,-325.0,-302.46031746031747,162.3015873015873,-325.0,-101.34920634920634,-325.0,-190.23809523809524,-325.0,325.0,-325.0,-91.03174603174602,-325.0,-325.0,-220.3968253968254,-270.39682539682536,-325.0,-325.0,-67.06349206349206,-63.888888888888886,0.3968253968253968,-0.23809523809523808,-321.8253968253968
-81.5079365079365,-325.0,-325.0,-302.46031746031747,162.3015873015873,-325.0,-101.34920634920634,-325.0,-190.23809523809524,-325.0,325.0,-325.0,-91.03174603174602,-325.0,-325.0,-220.3968253968254,-270.39682539682536,-325.0,-325.0,-67.06349206349206,-63.888888888888886,0.3968253968253968,-0.23809523809523808,-321.8253968253968
-79.76190476190476,-325.0,-325.0,-325.0,208.4920634920635,-325.0,-222.77777777777777,-325.0,-292.6190476190476,-325.0,325.0,-325.0,-209.44444444444443,-325.0,-325.0,-216.58730158730157,-325.0,-325.0,-325.0,-65.63492063492063,-62.460317460317455,0.7142857142857142,0.07936507936507936,-321.8253968253968
-79.76190476190476,-325.0,-325.0,-325.0,208.4920634920635,-325.0,-222.77777777777777,-325.0,-292.6190476190476,-325.0,325.0,-325.0,-209.44444444444443,-325.0,-325.0,-216.58730158730157,-325.0,-325.0,-325.0,-65.63492063492063,-62.460317460317455,0.7142857142857142,0.07936507936507936,-321.8253968253968
-79.76190476190476,-325.0,-325.0,-325.0,208.4920634920635,-325.0,-222.77777777777777,-325.0,-292.6190476190476,-325.0,325.0,-325.0,-209.44444444444443,-325.0,-325.0,-216.58730158730157,-325.0,-325.0,-325.0,-65.63492063492063,-62.460317460317455,0.7142857142857142,0.07936507936507936,-321.8253968253968
-79.76190476190476,-325.0,-325.0,-325.0,208.4920634920635,-325.0,-222.77777777777777,-325.0,-292.6190476190476,-325.0,325.0,-325.0,-209.44444444444443,-325.0,-325.0,-216.58730158730157,-325.0,-325.0,-325.0,-65.63492063492063,-62.460317460317455,0.7142857142857142,0.07936507936507936,-321.8253968253968
-64.84126984126983,-285.4761904761905,-325.0,-325.0,266.74603174603175,-286.58730158730157,-273.88888888888886,-325.0,-308.8095238095238,-325.0,325.0,-319.9206349206349,-267.22222222222223,-290.87301587301585,-325.0,-179.76190476190476,-325.0,-300.87301587301585,-283.57142857142856,-53.57142857142857,-50.55555555555555,-0.07936507936507936,-0.3968253968253968,-321.8253968253968
-64.84126984126983,-285.4761904761905,-325.0,-325.0,266.74603174603175,-286.58730158730157,-273.88888888888886,-325.0,-308.8095238095238,-325.0,325.0,-319.9206349206349,-267.22222222222223,-290.87301587301585,-325.0,-179.76190476190476,-325.0,-300.87301587301585,-283.57142857142856,-53.57142857142857,-50.55555555555555,-0.07936507936507936,-0.3968253968253968,-321.8253968253968
-49.92063492063492,-245.95238095238093,-325.0,-325.0,325.0,-248.015873015873,-325.0,-325.0,-325.0,-325.0,325.0,-314.68253968253964,-325.0,-256.74603174603175,-325.0,-142.93650793650792,-325.0,-276.74603174603175,-241.98412698412696,-41.34920634920635,-38.49206349206349,-0.873015873015873,-0.7142857142857142,-166.26984126984127
-49.92063492063492,-245.95238095238093,-325.0,-325.0,325.0,-248.015873015873,-325.0,-325.0,-325.0,-325.0,325.0,-314.68253968253964,-325.0,-256.74603174603175,-325.0,-142.93650793650792,-325.0,-276.74603174603175,-241.98412698412696,-41.34920634920635,-38.49206349206349,-0.873015873015873,-0.7142857142857142,-166.26984126984127
