Fp1[1],Fp2[2],F3[3],F4[4],C3[5],C4[6],P3[7],P4[8],O1[9],O2[10],F7[11],F8[12],T3[13],T4[14],T5[15],T6[16],Fz[17],Pz[18],Cz[19],Pg1[20],Pg2[21],EOGR[22],EOOGL[23],EMG[24]
-325.0,325.0,325.0,-325.0,-325.0,-57.857142857142854,325.0,-325.0,325.0,-325.0,81.03174603174602,325.0,325.0,-325.0,325.0,-325.0,140.7142857142857,-56.42857142857142,325.0,-325.0,-325.0,-0.7142857142857142,-0.7142857142857142,-166.26984126984127
-325.0,325.0,325.0,-325.0,-325.0,-57.857142857142854,325.0,-325.0,325.0,-325.0,81.03174603174602,325.0,325.0,-325.0,325.0,-325.0,140.7142857142857,-56.42857142857142,325.0,-325.0,-325.0,-0.7142857142857142,-0.7142857142857142,-166.26984126984127
-325.0,325.0,325.0,-325.0,-325.0,-41.34920634920635,325.0,-325.0,325.0,-325.0,90.55555555555556,325.0,325.0,-313.25396825396825,325.0,-325.0,-90.07936507936508,-38.33333333333333,325.0,-325.0,-325.0,-1.1904761904761905,-1.0317460317460316,-166.26984126984127
-325.0,325.0,325.0,-325.0,-325.0,-41.34920634920635,325.0,-325.0,325.0,-325.0,90.55555555555556,325.0,325.0,-313.25396825396825,325.0,-325.0,-90.07936507936508,-38.33333333333333,325.0,-325.0,-325.0,-1.1904761904761905,-1.0317460317460316,-166.26984126984127
-325.0,325.0,319.4444444444444,-325.0,-325.0,-17.38095238095238,325.0,-325.0,325.0,-325.0,102.93650793650794,325.0,323.4126984126984,-286.90476190476187,325.0,-325.0,-325.0,-13.571428571428571,325.0,-325.0,-325.0,-1.1904761904761905,-0.3968253968253968,-166.26984126984127
-325.0,325.0,319.4444444444444,-325.0,-325.0,-17.38095238095238,325.0,-325.0,325.0,-325.0,102.93650793650794,325.0,323.4126984126984,-286.90476190476187,325.0,-325.0,-325.0,-13.571428571428571,325.0,-325.0,-325.0,-1.1904761904761905,-0.3968253968253968,-166.26984126984127
-325.0,325.0,313.88888888888886,-325.0,-325.0,-17.22222222222222,325.0,-325.0,325.0,-325.0,97.38095238095238,325.0,317.53968253968253,-281.66666666666663,325.0,-325.0,-325.0,-13.888888888888888,325.0,-325.0,-325.0,-1.984126984126984,-0.7142857142857142,-166.26984126984127
-325.0,325.0,313.88888888888886,-325.0,-325.0,-17.22222222222222,325.0,-325.0,325.0,-325.0,97.38095238095238,325.0,317.53968253968253,-281.66666666666663,325.0,-325.0,-325.0,-13.888888888888888,325.0,-325.0,-325.0,-1.984126984126984,-0.7142857142857142,-166.26984126984127
-325.0,325.0,308.3333333333333,-325.0,-325.0,-13.888888888888888,325.0,-325.0,325.0,-325.0,90.87301587301587,325.0,311.984126984127,-276.58730158730157,324.04761904761904,-325.0,-325.0,-11.349206349206348,325.0,-325.0,-325.0,-0.873015873015873,-1.0317460317460316,-166.26984126984127
-325.0,325.0,308.3333333333333,-325.0,-325.0,-13.888888888888888,325.0,-325.0,325.0,-325.0,90.87301587301587,325.0,311.984126984127,-276.58730158730157,324.04761904761904,-325.0,-325.0,-11.349206349206348,325.0,-325.0,-325.0,-0.873015873015873,-1.0317460317460316,-166.26984126984127
-325.0,325.0,300.23809523809524,-325.0,-325.0,-11.031746031746032,324.04761904761904,-325.0,324.2063492063492,-325.0,87.53968253968253,325.0,303.88888888888886,-269.2857142857143,316.26984126984127,-325.0,-325.0,-8.333333333333332,325.0,-325.0,-325.0,-1.349206349206349,-1.349206349206349,-321.8253968253968
-325.0,325.0,300.23809523809524,-325.0,-325.0,-11.031746031746032,324.04761904761904,-325.0,324.2063492063492,-325.0,87.53968253968253,325.0,303.88888888888886,-269.2857142857143,316.26984126984127,-325.0,-325.0,-8.333333333333332,325.0,-325.0,-325.0,-1.349206349206349,-1.349206349206349,-321.8253968253968
-325.0,325.0,295.0,-325.0,-325.0,-4.2063492063492065,318.8095238095238,-325.0,319.2857142857143,-325.0,88.65079365079364,325.0,298.6507936507936,-264.5238095238095,310.7142857142857,-325.0,-325.0,-2.142857142857143,325.0,-325.0,-325.0,-1.349206349206349,-0.5555555555555556,-321.8253968253968
-325.0,325.0,295.0,-325.0,-325.0,-4.2063492063492065,318.8095238095238,-325.0,319.2857142857143,-325.0,88.65079365079364,325.0,298.6507936507936,-264.5238095238095,310.7142857142857,-325.0,-325.0,-2.142857142857143,325.0,-325.0,-325.0,-1.349206349206349,-0.5555555555555556,-321.8253968253968
