Fp1[1],Fp2[2],F3[3],F4[4],C3[5],C4[6],P3[7],P4[8],O1[9],O2[10],F7[11],F8[12],T3[13],T4[14],T5[15],T6[16],Fz[17],Pz[18],Cz[19],Pg1[20],Pg2[21],EOGR[22],EOOGL[23],EMG[24]
325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,-325.0,-325.0,-8.333333333333332,-1.6666666666666665,-166.26984126984127
325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,-325.0,325.0,325.0,325.0,-325.0,-325.0,-8.333333333333332,-1.6666666666666665,-166.26984126984127
325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,230.2380952380952,325.0,-325.0,325.0,325.0,325.0,-325.0,-325.0,4.682539682539682,-0.23809523809523808,-166.26984126984127
325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,230.2380952380952,325.0,-325.0,325.0,325.0,325.0,-325.0,-325.0,4.682539682539682,-0.23809523809523808,-166.26984126984127
325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,77.85714285714285,325.0,-325.0,325.0,325.0,278.6507936507936,-325.0,-325.0,7.698412698412698,-0.873015873015873,-166.26984126984127
325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,77.85714285714285,325.0,-325.0,325.0,325.0,278.6507936507936,-325.0,-325.0,7.698412698412698,-0.873015873015873,-166.26984126984127
114.84126984126983,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,8.65079365079365,325.0,-325.0,325.0,325.0,70.87301587301587,-325.0,-325.0,-7.698412698412698,-0.873015873015873,-166.26984126984127
114.84126984126983,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,8.65079365079365,325.0,-325.0,325.0,325.0,70.87301587301587,-325.0,-325.0,-7.698412698412698,-0.873015873015873,-166.26984126984127
-325.0,324.36507936507934,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,-209.60317460317458,325.0,-325.0,325.0,325.0,-325.0,-325.0,-325.0,7.698412698412698,-1.1904761904761905,-166.26984126984127
-325.0,324.36507936507934,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,-209.60317460317458,325.0,-325.0,325.0,325.0,-325.0,-325.0,-325.0,7.698412698412698,-1.1904761904761905,-166.26984126984127
-325.0,319.9206349206349,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,-256.74603174603175,325.0,-325.0,325.0,325.0,-325.0,-325.0,-325.0,-8.809523809523808,-0.3968253968253968,-321.8253968253968
-325.0,319.9206349206349,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,-256.74603174603175,325.0,-325.0,325.0,325.0,-325.0,-325.0,-325.0,-8.809523809523808,-0.3968253968253968,-321.8253968253968
-325.0,314.5238095238095,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,-307.53968253968253,325.0,-325.0,325.0,325.0,-325.0,-325.0,-325.0,7.063492063492063,-0.23809523809523808,-321.8253968253968
-325.0,314.5238095238095,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,-307.53968253968253,325.0,-325.0,325.0,325.0,-325.0,-325.0,-325.0,7.063492063492063,-0.23809523809523808,-321.8253968253968
-325.0,309.1269841269841,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,-325.0,325.0,-301.5079365079365,325.0,325.0,-325.0,-325.0,-325.0,-8.174603174603174,-0.23809523809523808,-321.8253968253968
-325.0,309.1269841269841,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,-325.0,325.0,-301.5079365079365,325.0,325.0,-325.0,-325.0,-325.0,-8.174603174603174,-0.23809523809523808,-321.8253968253968
-325.0,304.04761904761904,325.0,320.7142857142857,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,325.0,-325.0,325.0,-139.6031746031746,325.0,325.0,-325.0,-325.0,-325.0,7.222222222222221,-0.7142857142857142,-321.8253968253968
