,Fp1[1],Fp2[2],F3[3],F4[4],C3[5],C4[6],P3[7],P4[8],O1[9],O2[10],F7[11],F8[12],T3[13],T4[14],T5[15],T6[16],Fz[17],Pz[18],Cz[19],Pg1[20],Pg2[21],EOGR[22],EOOGL[23],EMG[24]
0,55.476190476190474,-241.34920634920633,-264.2063492063492,-242.6190476190476,-109.6031746031746,-282.3015873015873,124.04761904761904,-262.6190476190476,306.74603174603175,-302.3015873015873,-61.03174603174603,-323.57142857142856,-140.3968253968254,265.3174603174603,-294.68253968253964,-299.76190476190476,-264.2063492063492,161.984126984127,-212.14285714285714,323.73015873015873,-154.04761904761904,140.87301587301587,-6.26984126984127,-166.26984126984127
1,55.476190476190474,-241.34920634920633,-264.2063492063492,-242.6190476190476,-109.6031746031746,-282.3015873015873,124.04761904761904,-262.6190476190476,306.74603174603175,-302.3015873015873,-61.03174603174603,-323.57142857142856,-140.3968253968254,265.3174603174603,-294.68253968253964,-299.76190476190476,-264.2063492063492,161.984126984127,-212.14285714285714,323.73015873015873,-154.04761904761904,140.87301587301587,-6.26984126984127,-166.26984126984127
2,55.476190476190474,-241.34920634920633,-264.2063492063492,-242.6190476190476,-109.6031746031746,-282.3015873015873,124.04761904761904,-262.6190476190476,306.74603174603175,-302.3015873015873,-61.03174603174603,-323.57142857142856,-140.3968253968254,265.3174603174603,-294.68253968253964,-299.76190476190476,-264.2063492063492,161.984126984127,-212.14285714285714,323.73015873015873,-154.04761904761904,140.87301587301587,-6.26984126984127,-166.26984126984127
3,55.476190476190474,-241.34920634920633,-264.2063492063492,-242.6190476190476,-109.6031746031746,-282.3015873015873,124.04761904761904,-262.6190476190476,306.74603174603175,-302.3015873015873,-61.03174603174603,-323.57142857142856,-140.3968253968254,265.3174603174603,-294.68253968253964,-299.76190476190476,-264.2063492063492,161.984126984127,-212.14285714285714,323.73015873015873,-154.04761904761904,140.87301587301587,-6.26984126984127,-166.26984126984127
4,55.476190476190474,-241.34920634920633,-264.2063492063492,-242.6190476190476,-109.6031746031746,-282.3015873015873,124.04761904761904,-262.6190476190476,306.74603174603175,-302.3015873015873,-61.03174603174603,-323.57142857142856,-140.3968253968254,265.3174603174603,-294.68253968253964,-299.76190476190476,-264.2063492063492,161.984126984127,-212.14285714285714,323.73015873015873,-154.04761904761904,140.87301587301587,-6.26984126984127,-166.26984126984127
5,55.476190476190474,-241.34920634920633,-264.2063492063492,-242.6190476190476,-109.6031746031746,-282.3015873015873,124.04761904761904,-262.6190476190476,306.74603174603175,-302.3015873015873,-61.03174603174603,-323.57142857142856,-140.3968253968254,265.3174603174603,-294.68253968253964,-299.76190476190476,-264.2063492063492,161.984126984127,-212.14285714285714,323.73015873015873,-154.04761904761904,140.87301587301587,-6.26984126984127,-166.26984126984127
6,38.49206349206349,41.82539682539682,-102.61904761904762,-125.15873015873015,-51.19047619047619,-36.58730158730159,70.39682539682539,-111.66666666666666,160.55555555555554,11.349206349206348,-25.0,-142.3015873015873,-232.77777777777777,127.85714285714285,-122.6190476190476,12.619047619047619,3.253968253968254,171.8253968253968,-118.33333333333333,156.42857142857142,-87.22222222222221,68.17460317460318,-8.492063492063492,-166.26984126984127
7,38.49206349206349,41.82539682539682,-102.61904761904762,-125.15873015873015,-51.19047619047619,-36.58730158730159,70.39682539682539,-111.66666666666666,160.55555555555554,11.349206349206348,-25.0,-142.3015873015873,-232.77777777777777,127.85714285714285,-122.6190476190476,12.619047619047619,3.253968253968254,171.8253968253968,-118.33333333333333,156.42857142857142,-87.22222222222221,68.17460317460318,-8.492063492063492,-166.26984126984127
8,21.666666666666664,325.0,59.12698412698413,-7.698412698412698,7.3809523809523805,209.12698412698413,16.746031746031743,39.285714285714285,14.365079365079364,325.0,11.19047619047619,38.96825396825397,-325.0,-9.603174603174603,49.44444444444444,325.0,270.87301587301585,181.66666666666666,-24.365079365079364,-10.873015873015872,-20.396825396825395,-4.523809523809524,-10.555555555555555,-166.26984126984127
9,21.666666666666664,325.0,59.12698412698413,-7.698412698412698,7.3809523809523805,209.12698412698413,16.746031746031743,39.285714285714285,14.365079365079364,325.0,11.19047619047619,38.96825396825397,-325.0,-9.603174603174603,49.44444444444444,325.0,270.87301587301585,181.66666666666666,-24.365079365079364,-10.873015873015872,-20.396825396825395,-4.523809523809524,-10.555555555555555,-166.26984126984127
10,21.666666666666664,325.0,59.12698412698413,-7.698412698412698,7.3809523809523805,209.12698412698413,16.746031746031743,39.285714285714285,14.365079365079364,325.0,11.19047619047619,38.96825396825397,-325.0,-9.603174603174603,49.44444444444444,325.0,270.87301587301585,181.66666666666666,-24.365079365079364,-10.873015873015872,-20.396825396825395,-4.523809523809524,-10.555555555555555,-321.8253968253968
11,21.666666666666664,325.0,59.12698412698413,-7.698412698412698,7.3809523809523805,209.12698412698413,16.746031746031743,39.285714285714285,14.365079365079364,325.0,11.19047619047619,38.96825396825397,-325.0,-9.603174603174603,49.44444444444444,325.0,270.87301587301585,181.66666666666666,-24.365079365079364,-10.873015873015872,-20.396825396825395,-4.523809523809524,-10.555555555555555,-321.8253968253968
12,21.666666666666664,325.0,59.12698412698413,-7.698412698412698,7.3809523809523805,209.12698412698413,16.746031746031743,39.285714285714285,14.365079365079364,325.0,11.19047619047619,38.96825396825397,-325.0,-9.603174603174603,49.44444444444444,325.0,270.87301587301585,181.66666666666666,-24.365079365079364,-10.873015873015872,-20.396825396825395,-4.523809523809524,-10.555555555555555,-321.8253968253968
13,21.666666666666664,325.0,59.12698412698413,-7.698412698412698,7.3809523809523805,209.12698412698413,16.746031746031743,39.285714285714285,14.365079365079364,325.0,11.19047619047619,38.96825396825397,-325.0,-9.603174603174603,49.44444444444444,325.0,270.87301587301585,181.66666666666666,-24.365079365079364,-10.873015873015872,-20.396825396825395,-4.523809523809524,-10.555555555555555,-321.8253968253968
14,21.666666666666664,325.0,59.12698412698413,-7.698412698412698,7.3809523809523805,209.12698412698413,16.746031746031743,39.285714285714285,14.365079365079364,325.0,11.19047619047619,38.96825396825397,-325.0,-9.603174603174603,49.44444444444444,325.0,270.87301587301585,181.66666666666666,-24.365079365079364,-10.873015873015872,-20.396825396825395,-4.523809523809524,-10.555555555555555,-321.8253968253968
15,21.666666666666664,325.0,59.12698412698413,-7.698412698412698,7.3809523809523805,209.12698412698413,16.746031746031743,39.285714285714285,14.365079365079364,325.0,11.19047619047619,38.96825396825397,-325.0,-9.603174603174603,49.44444444444444,325.0,270.87301587301585,181.66666666666666,-24.365079365079364,-10.873015873015872,-20.396825396825395,-4.523809523809524,-10.555555555555555,-321.8253968253968
16,19.6031746031746,325.0,52.3015873015873,-7.222222222222221,6.587301587301587,187.53968253968253,15.0,35.0,13.095238095238095,325.0,10.079365079365079,34.52380952380952,-118.33333333333333,-8.968253968253968,43.73015873015873,-0.07936507936507936,242.46031746031744,164.68253968253967,-21.825396825396822,-10.238095238095237,-18.174603174603174,0.5555555555555556,-4.523809523809524,-321.8253968253968
17,19.6031746031746,325.0,52.3015873015873,-7.222222222222221,6.587301587301587,187.53968253968253,15.0,35.0,13.095238095238095,325.0,10.079365079365079,34.52380952380952,-118.33333333333333,-8.968253968253968,43.73015873015873,-0.07936507936507936,242.46031746031744,164.68253968253967,-21.825396825396822,-10.238095238095237,-18.174603174603174,0.5555555555555556,-4.523809523809524,-321.8253968253968
18,16.746031746031743,-24.84126984126984,43.25396825396825,-6.587301587301587,5.7936507936507935,158.33333333333331,13.253968253968253,29.126984126984127,11.507936507936508,325.0,8.65079365079365,28.809523809523807,83.73015873015872,-8.174603174603174,36.42857142857142,-325.0,204.36507936507937,141.8253968253968,-18.333333333333332,-9.285714285714285,-15.476190476190474,4.523809523809524,7.3809523809523805,-321.8253968253968
19,16.746031746031743,-24.84126984126984,43.25396825396825,-6.587301587301587,5.7936507936507935,158.33333333333331,13.253968253968253,29.126984126984127,11.507936507936508,325.0,8.65079365079365,28.809523809523807,83.73015873015872,-8.174603174603174,36.42857142857142,-325.0,204.36507936507937,141.8253968253968,-18.333333333333332,-9.285714285714285,-15.476190476190474,4.523809523809524,7.3809523809523805,-321.8253968253968
20,15.95238095238095,-325.0,40.87301587301587,-6.428571428571428,5.634920634920634,150.55555555555554,12.46031746031746,27.698412698412696,10.873015873015872,325.0,8.174603174603174,27.22222222222222,79.44444444444444,-7.857142857142857,34.36507936507936,-325.0,194.2063492063492,135.47619047619048,-17.539682539682538,-8.65079365079365,-14.523809523809524,-5.317460317460317,-6.428571428571428,-166.26984126984127
21,15.95238095238095,-325.0,40.87301587301587,-6.428571428571428,5.634920634920634,150.55555555555554,12.46031746031746,27.698412698412696,10.873015873015872,325.0,8.174603174603174,27.22222222222222,79.44444444444444,-7.857142857142857,34.36507936507936,-325.0,194.2063492063492,135.47619047619048,-17.539682539682538,-8.65079365079365,-14.523809523809524,-5.317460317460317,-6.428571428571428,-166.26984126984127
22,15.793650793650793,-325.0,40.39682539682539,-6.26984126984127,5.476190476190476,148.4920634920635,12.3015873015873,27.539682539682538,10.873015873015872,325.0,8.174603174603174,26.9047619047619,78.17460317460316,-7.698412698412698,33.73015873015873,-325.0,191.19047619047618,133.88888888888889,-17.22222222222222,-8.809523809523808,-14.047619047619047,5.317460317460317,3.4126984126984126,-166.26984126984127
23,15.793650793650793,-325.0,40.39682539682539,-6.26984126984127,5.476190476190476,148.4920634920635,12.3015873015873,27.539682539682538,10.873015873015872,325.0,8.174603174603174,26.9047619047619,78.17460317460316,-7.698412698412698,33.73015873015873,-325.0,191.19047619047618,133.88888888888889,-17.22222222222222,-8.809523809523808,-14.047619047619047,5.317460317460317,3.4126984126984126,-166.26984126984127
24,15.317460317460316,-325.0,38.80952380952381,-6.428571428571428,5.476190476190476,142.93650793650792,11.825396825396824,26.428571428571427,10.396825396825395,325.0,7.857142857142857,25.952380952380953,75.31746031746032,-7.5396825396825395,32.77777777777778,-323.0952380952381,184.52380952380952,129.6031746031746,-16.746031746031743,-8.333333333333332,-13.571428571428571,6.26984126984127,2.142857142857143,-166.26984126984127
25,15.317460317460316,-325.0,38.80952380952381,-6.428571428571428,5.476190476190476,142.93650793650792,11.825396825396824,26.428571428571427,10.396825396825395,325.0,7.857142857142857,25.952380952380953,75.31746031746032,-7.5396825396825395,32.77777777777778,-323.0952380952381,184.52380952380952,129.6031746031746,-16.746031746031743,-8.333333333333332,-13.571428571428571,6.26984126984127,2.142857142857143,-166.26984126984127
26,15.317460317460316,-325.0,38.80952380952381,-6.428571428571428,5.476190476190476,142.93650793650792,11.825396825396824,26.428571428571427,10.396825396825395,325.0,7.857142857142857,25.952380952380953,75.31746031746032,-7.5396825396825395,32.77777777777778,-323.0952380952381,184.52380952380952,129.6031746031746,-16.746031746031743,-8.333333333333332,-13.571428571428571,6.26984126984127,2.142857142857143,-166.26984126984127
27,15.317460317460316,-325.0,38.80952380952381,-6.428571428571428,5.476190476190476,142.93650793650792,11.825396825396824,26.428571428571427,10.396825396825395,325.0,7.857142857142857,25.952380952380953,75.31746031746032,-7.5396825396825395,32.77777777777778,-323.0952380952381,184.52380952380952,129.6031746031746,-16.746031746031743,-8.333333333333332,-13.571428571428571,6.26984126984127,2.142857142857143,-166.26984126984127
28,14.365079365079364,-325.0,35.95238095238095,-5.952380952380952,5.158730158730158,134.04761904761904,11.507936507936508,24.365079365079364,10.079365079365079,325.0,7.3809523809523805,24.206349206349206,69.92063492063491,-7.222222222222221,30.396825396825395,-304.2063492063492,172.61904761904762,121.98412698412697,-15.476190476190474,-8.333333333333332,-12.936507936507935,-3.571428571428571,-9.761904761904761,-166.26984126984127
29,14.365079365079364,-325.0,35.95238095238095,-5.952380952380952,5.158730158730158,134.04761904761904,11.507936507936508,24.365079365079364,10.079365079365079,325.0,7.3809523809523805,24.206349206349206,69.92063492063491,-7.222222222222221,30.396825396825395,-304.2063492063492,172.61904761904762,121.98412698412697,-15.476190476190474,-8.333333333333332,-12.936507936507935,-3.571428571428571,-9.761904761904761,-166.26984126984127
30,12.46031746031746,-325.0,30.07936507936508,-5.158730158730158,4.365079365079365,113.57142857142857,9.761904761904761,20.396825396825395,8.809523809523808,-325.0,6.26984126984127,20.07936507936508,58.8095238095238,-6.428571428571428,25.317460317460316,-259.6031746031746,145.79365079365078,105.15873015873015,-13.253968253968253,-7.3809523809523805,-10.555555555555555,3.73015873015873,7.857142857142857,-321.8253968253968
31,12.46031746031746,-325.0,30.07936507936508,-5.158730158730158,4.365079365079365,113.57142857142857,9.761904761904761,20.396825396825395,8.809523809523808,-325.0,6.26984126984127,20.07936507936508,58.8095238095238,-6.428571428571428,25.317460317460316,-259.6031746031746,145.79365079365078,105.15873015873015,-13.253968253968253,-7.3809523809523805,-10.555555555555555,3.73015873015873,7.857142857142857,-321.8253968253968
