Fp1[1],Fp2[2],F3[3],F4[4],C3[5],C4[6],P3[7],P4[8],O1[9],O2[10],F7[11],F8[12],T3[13],T4[14],T5[15],T6[16],Fz[17],Pz[18],Cz[19],Pg1[20],Pg2[21],EOGR[22],EOOGL[23],EMG[24]
325.0,-325.0,-134.52380952380952,22.46031746031746,325.0,325.0,325.0,325.0,-151.984126984127,325.0,-325.0,325.0,-132.93650793650792,-325.0,-135.47619047619048,325.0,-325.0,325.0,-104.52380952380952,-325.0,-325.0,-26.26984126984127,-33.57142857142857,-166.26984126984127
325.0,-325.0,-134.52380952380952,22.46031746031746,325.0,325.0,325.0,325.0,-151.984126984127,325.0,-325.0,325.0,-132.93650793650792,-325.0,-135.47619047619048,325.0,-325.0,325.0,-104.52380952380952,-325.0,-325.0,-26.26984126984127,-33.57142857142857,-166.26984126984127
325.0,-325.0,-110.39682539682539,19.444444444444443,325.0,325.0,325.0,325.0,-129.44444444444443,325.0,-325.0,325.0,-107.06349206349206,-325.0,-114.36507936507935,325.0,-325.0,325.0,-103.88888888888889,-325.0,-325.0,27.38095238095238,35.317460317460316,-166.26984126984127
325.0,-325.0,-110.39682539682539,19.444444444444443,325.0,325.0,325.0,325.0,-129.44444444444443,325.0,-325.0,325.0,-107.06349206349206,-325.0,-114.36507936507935,325.0,-325.0,325.0,-103.88888888888889,-325.0,-325.0,27.38095238095238,35.317460317460316,-166.26984126984127
325.0,-325.0,-190.07936507936506,35.79365079365079,325.0,325.0,325.0,325.0,-207.38095238095238,325.0,-325.0,325.0,-191.5079365079365,-325.0,-190.07936507936506,325.0,-325.0,316.58730158730157,-67.6984126984127,-325.0,-325.0,-24.84126984126984,-32.14285714285714,-166.26984126984127
325.0,-325.0,-190.07936507936506,35.79365079365079,325.0,325.0,325.0,325.0,-207.38095238095238,325.0,-325.0,325.0,-191.5079365079365,-325.0,-190.07936507936506,325.0,-325.0,316.58730158730157,-67.6984126984127,-325.0,-325.0,-24.84126984126984,-32.14285714285714,-166.26984126984127
325.0,-325.0,-218.8095238095238,42.14285714285714,325.0,325.0,325.0,325.0,-236.58730158730157,324.5238095238095,-325.0,325.0,-220.07936507936506,-325.0,-220.07936507936506,325.0,-325.0,304.68253968253964,-44.2063492063492,-325.0,-325.0,24.206349206349206,31.98412698412698,-166.26984126984127
325.0,-325.0,-218.8095238095238,42.14285714285714,325.0,325.0,325.0,325.0,-236.58730158730157,324.5238095238095,-325.0,325.0,-220.07936507936506,-325.0,-220.07936507936506,325.0,-325.0,304.68253968253964,-44.2063492063492,-325.0,-325.0,24.206349206349206,31.98412698412698,-166.26984126984127
325.0,-325.0,-248.8095238095238,53.095238095238095,325.0,315.3174603174603,325.0,322.1428571428571,-265.4761904761905,312.6190476190476,-325.0,315.95238095238096,-252.14285714285714,-325.0,-248.8095238095238,325.0,-325.0,293.57142857142856,-23.730158730158728,-325.0,-325.0,-0.5555555555555556,-0.3968253968253968,-166.26984126984127
325.0,-325.0,-248.8095238095238,53.095238095238095,325.0,315.3174603174603,325.0,322.1428571428571,-265.4761904761905,312.6190476190476,-325.0,315.95238095238096,-252.14285714285714,-325.0,-248.8095238095238,325.0,-325.0,293.57142857142856,-23.730158730158728,-325.0,-325.0,-0.5555555555555556,-0.3968253968253968,-166.26984126984127
325.0,-325.0,-269.76190476190476,57.38095238095238,325.0,312.46031746031747,325.0,319.2857142857143,-286.58730158730157,309.76190476190476,-325.0,313.0952380952381,-275.95238095238096,-325.0,-268.17460317460313,325.0,-325.0,291.19047619047615,-17.857142857142858,-325.0,-325.0,-32.460317460317455,-40.39682539682539,-321.8253968253968
