,Fp1[1],Fp2[2],F3[3],F4[4],C3[5],C4[6],P3[7],P4[8],O1[9],O2[10],F7[11],F8[12],T3[13],T4[14],T5[15],T6[16],Fz[17],Pz[18],Cz[19],Pg1[20],Pg2[21],EOGR[22],EOOGL[23],EMG[24]
0,-156.11111111111111,-181.19047619047618,-179.76190476190476,-178.65079365079364,-163.88888888888889,22.619047619047617,3.73015873015873,8.65079365079365,-325.0,-95.15873015873015,325.0,-15.95238095238095,-325.0,-325.0,-325.0,325.0,-325.0,325.0,-182.46031746031744,-325.0,-230.87301587301587,0.873015873015873,8.809523809523808,-166.26984126984127
1,-156.11111111111111,-181.19047619047618,-179.76190476190476,-178.65079365079364,-163.88888888888889,22.619047619047617,3.73015873015873,8.65079365079365,-325.0,-95.15873015873015,325.0,-15.95238095238095,-325.0,-325.0,-325.0,325.0,-325.0,325.0,-182.46031746031744,-325.0,-230.87301587301587,0.873015873015873,8.809523809523808,-166.26984126984127
2,-300.07936507936506,325.0,-297.06349206349205,14.682539682539682,-301.19047619047615,325.0,-304.5238095238095,325.0,-302.6190476190476,-93.73015873015872,325.0,-21.03174603174603,-305.0,-325.0,-304.04761904761904,325.0,-300.87301587301585,325.0,-171.34920634920633,-325.0,-212.14285714285714,-0.873015873015873,6.111111111111111,-166.26984126984127
3,-300.07936507936506,325.0,-297.06349206349205,14.682539682539682,-301.19047619047615,325.0,-304.5238095238095,325.0,-302.6190476190476,-93.73015873015872,325.0,-21.03174603174603,-305.0,-325.0,-304.04761904761904,325.0,-300.87301587301585,325.0,-171.34920634920633,-325.0,-212.14285714285714,-0.873015873015873,6.111111111111111,-166.26984126984127
4,-300.07936507936506,325.0,-297.06349206349205,14.682539682539682,-301.19047619047615,325.0,-304.5238095238095,325.0,-302.6190476190476,-93.73015873015872,325.0,-21.03174603174603,-305.0,-325.0,-304.04761904761904,325.0,-300.87301587301585,325.0,-171.34920634920633,-325.0,-212.14285714285714,-0.873015873015873,6.111111111111111,-166.26984126984127
5,-300.07936507936506,325.0,-297.06349206349205,14.682539682539682,-301.19047619047615,325.0,-304.5238095238095,325.0,-302.6190476190476,-93.73015873015872,325.0,-21.03174603174603,-305.0,-325.0,-304.04761904761904,325.0,-300.87301587301585,325.0,-171.34920634920633,-325.0,-212.14285714285714,-0.873015873015873,6.111111111111111,-166.26984126984127
6,-280.07936507936506,325.0,-278.4920634920635,15.634920634920634,-281.66666666666663,325.0,-285.0,325.0,-282.9365079365079,-69.76190476190476,325.0,-12.142857142857142,-286.1111111111111,-325.0,-285.4761904761905,325.0,-281.031746031746,325.0,-128.4920634920635,-325.0,-160.87301587301587,-0.5555555555555556,0.07936507936507936,-166.26984126984127
7,-280.07936507936506,325.0,-278.4920634920635,15.634920634920634,-281.66666666666663,325.0,-285.0,325.0,-282.9365079365079,-69.76190476190476,325.0,-12.142857142857142,-286.1111111111111,-325.0,-285.4761904761905,325.0,-281.031746031746,325.0,-128.4920634920635,-325.0,-160.87301587301587,-0.5555555555555556,0.07936507936507936,-166.26984126984127
8,-295.6349206349206,325.0,-293.73015873015873,20.555555555555554,-296.74603174603175,325.0,-301.031746031746,325.0,-298.17460317460313,-38.49206349206349,325.0,1.507936507936508,-301.5079365079365,-325.0,-300.55555555555554,325.0,-294.36507936507934,325.0,-74.84126984126983,-325.0,-98.49206349206348,-0.7142857142857142,-1.507936507936508,-166.26984126984127
9,-295.6349206349206,325.0,-293.73015873015873,20.555555555555554,-296.74603174603175,325.0,-301.031746031746,325.0,-298.17460317460313,-38.49206349206349,325.0,1.507936507936508,-301.5079365079365,-325.0,-300.55555555555554,325.0,-294.36507936507934,325.0,-74.84126984126983,-325.0,-98.49206349206348,-0.7142857142857142,-1.507936507936508,-166.26984126984127
10,-282.9365079365079,325.0,-281.8253968253968,17.539682539682538,-285.4761904761905,325.0,-288.015873015873,325.0,-286.1111111111111,-35.63492063492063,325.0,0.7142857142857142,-288.968253968254,-325.0,-288.17460317460313,325.0,-281.3492063492063,325.0,-67.53968253968253,-325.0,-91.03174603174602,0.7142857142857142,0.873015873015873,-321.8253968253968
